(Cantidad de reviews, Score, Titulo)
(118, 3.5, "Don't Know Much About History (Don't Know Much About Series)", '0553502344')
(117, 3.5, 'Archangel', '0515127485')
(117, 3.5, 'The Summerhouse', '0743422724')
(117, 3.5, 'Darwin on Trial', '0786103558')
(117, 3.5, 'No Man Knows My History : The Life of Joseph Smith (Vintage)', '0679730540')
(117, 3.5, 'Archangel : A Novel', '0679428887')
(116, 3.5, "Don't Know Much About the Bible: Everything You Need to Know About the Good Book but Never Learned", '0380728397')
(116, 3.5, "Don't Know Much About the Bible (Don't Know Much About)", '0553456083')
(115, 3.5, 'Year Zero', '0743406125')
(115, 3.5, 'Year Zero', '0743406117')
(114, 3.5, 'Jaws', '0449219631')
(114, 3.5, 'Invasion: How America Still Welcomes Terrorists Criminals & Other Foreign Menaces to Our Shores', '0895261464')
(113, 3.5, 'The WAY THINGS OUGHT TO BE', '0671045970')
(111, 3.5, 'Lucky You', '0679454446')
(110, 3.5, 'Why People Believe Weird Things: Pseudoscience, Superstition, and Other Confusions of Our Time', '0716733870')
(110, 3.5, 'Chariots of the Gods: Unsolved Mysteries of the Past', '0425166805')
(110, 3.5, 'Sleep No More', '0399148817')
(110, 3.5, 'The Terminal Man', '0060092572')
(110, 3.5, 'Sleep No More', '159086106')
(110, 3.5, 'Sleep No More', '0451208765')
(110, 3.5, 'The Terminal Man', '0345354621')
(110, 3.5, 'The Lucifer Principle: A Scientific Expedition into the Forces of History', '0871136643')
(110, 3.5, 'Shadow : Five Presidents and the Legacy of Watergate', '0684852624')
(110, 3.5, 'Why We Buy: The Science Of Shopping', '0684849143')
(110, 3.5, 'Shadow : Five Presidents and the Legacy of Watergate', '0684852632')
(109, 3.5, 'The Association', '0451204123')
(109, 3.5, 'Excavation', '038081093')
(109, 3.5, 'R is for Ricochet (Grafton, Sue)', '0739304216')
(109, 3.5, 'Rain (Hudson)', '0671007645')
(109, 3.5, 'Rain', '067100767')
(108, 3.5, 'The Crisis of Islam: Holy War and Unholy Terror', '0679642811')
(108, 3.5, 'Potshot', '0399147101')
(108, 3.5, 'Potshot : A Spencer Novel (Spenser Novels (Audio))', '0553502824')
(108, 3.5, 'Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It', '0374157065')
(108, 3.5, "Joe DiMaggio : The Hero's Life", '0684853914')
(108, 3.5, "Joe DiMaggio : The Hero's Life", '0684865475')
(108, 3.5, "F'd Companies: Spectacular Dot-Com Flameouts", '')
(108, 3.5, 'Pot Shot', '0425182886')
(108, 3.5, 'Joe Dimaggio Lp : The Heros Life', '074320638')
(108, 3.5, 'Flu : The Story Of The Great Influenza Pandemic', '0743203984')
(108, 3.5, 'Joe Dimaggio : The Heros Life', '0671046535')
(106, 3.5, 'Family Honor', '0425177068')
(106, 3.5, 'The Missionary Position: Mother Teresa in Theory and Practice', '185984054')
(106, 3.5, 'The Missionary Position: Mother Teresa in Theory and Practice', '1859849296')
(106, 3.5, 'Family Honor (Wheeler Large Print Book Series (Paper))', '156895977')
(105, 3.5, "Who Says Elephants Can't Dance", '0060527153')
(105, 3.5, 'The Isis Papers', '0883781042')
(105, 3.5, "Who Says Elephants Can't Dance", '0060527161')
(105, 3.5, "Who Says Elephants Can't Dance", '006052944')
(104, 3.5, 'The Snow Garden : A Novel', '0786888067')
(104, 3.5, 'The Snow Garden: A Novel', '0786868139')
(104, 3.5, 'The Flanders Panel', '0553377868')
(104, 3.5, 'Katie.com: My Story', '0452282535')
(103, 3.5, 'The Alibi (Random House Large Print)', '0375408606')
(103, 3.5, 'The Alibi', '0446519804')
(103, 3.5, "Positively Fifth Street : Murderers, Cheetahs, and Binion's World Series of Poker", '1559278846')
(103, 3.5, "Positively Fifth Street : Murderers, Cheetahs, and Binion's World Series of Poker", '1559278854')
(103, 3.5, "Positively Fifth Street: Murderers, Cheetahs, and Binion's World Series of Poker", '0374236488')
(103, 3.5, 'The Alibi', '0446608653')
(103, 3.5, 'Day of Confession', '0446604534')
(102, 3.5, 'H.M.S. Unseen', '0694521337')
(102, 3.5, 'The Last Don', '0345412214')
(102, 3.5, 'Virtue of Selfishness: A New Concept of Egoism', '0451163931')
(101, 3.5, 'A Is for Alibi (Kinsey Millhone Mysteries (Paperback))', '0553279912')
(101, 3.5, 'H.M.S. Unseen', '0061098019')
(101, 3.5, 'A is for Alibi (Sue Grafton)', '0375417176')
(101, 3.5, "Rich Dad's Prophecy: Why the Biggest Stock Market Crash in History is Still Coming...and How You Can Prepare Yourself and Profit From It", '1586214357')
(101, 3.5, '', '0805013342')
(101, 3.5, "Perfect Evil (Maggie O'Dell Novels (Paperback))", '1551668246')
(101, 3.5, 'The Cold Six Thousand', '0679403922')
(100, 3.5, 'The Lake of Dead Languages', '0345450884')
(99, 3.5, 'Desire of the Everlasting Hills : The World Before and After Jesus (Hinges of History)', '0385483724')
(99, 3.5, 'The Fall of Berlin 1945', '0142002801')
(99, 3.5, 'The Cold Six Thousand : A Novel', '037572740')
(99, 3.5, 'Desire of the Everlasting Hills : The World Before and After Jesus', '0553502387')
(99, 3.5, "A Mother's Gift", '0385729537')
(99, 3.5, 'The Fall of Berlin 1945', '0670030414')
(99, 3.5, 'Faster', '0375408878')
(99, 3.5, 'Faster: The Acceleration of Just About Everything', '067977548')
(99, 3.5, 'Desire of the Everlasting Hills : The World Before and After Jesus (Hinges of History)', '0385482515')
(99, 3.5, 'Faster: The Acceleration of Just About Everything', '0679408371')
(98, 3.5, 'CLOSING OF THE AMERICAN MIND', '0671657151')
(98, 3.5, 'Ten Thousand Sorrows : The Extraordinary Journey of a Korean War Orphan', '0385496338')
(97, 3.5, 'Hornet Flight', '0525946896')
(97, 3.5, 'Dragon Tears', '0425140032')
(97, 3.5, 'Dragon Tears (New on CD)', '0743529049')
(97, 3.5, 'Hornet Flight', '0142800090')
(97, 3.5, 'Blue Diary', '158788254')
(97, 3.5, 'Of Paradise and Power: America and Europe in the New World Order', '1400040930')
(97, 3.5, "The Lake of Dead Languages (Ballantine Reader's Circle)", '0345450892')
(97, 3.5, 'Hornet Flight     unabridged cassettes', '0142800104')
(96, 3.5, 'The Seven Daughters of Eve', '0393323145')
(96, 3.5, 'Havana Bay', '0345390458')
(96, 3.5, 'Havana Bay: A Novel', '0679426620')
(96, 3.5, "Shakey: Neil Young's Biography", '0679427724')
(96, 3.5, 'The Seven Daughters of Eve: The Science That Reveals Our Genetic Ancestry', '0393020185')
(95, 3.5, 'Balkan Ghosts : A Journey Through History (Vintage Departures)', '0679749810')
(94, 3.5, 'If Looks Could Kill', '0446530239')
(94, 3.5, 'If Looks Could Kill', '044661257')
(94, 3.5, 'Intellectuals', '0060916575')
(92, 3.5, 'Dogs and Demons : Tales form the Dark Side of Modern Japan', '0809095211')
(92, 3.5, 'Dogs and Demons: Tales from the Dark Side of Modern Japan', '0809039435')
(91, 3.5, 'The Sigma Protocol', '0312276885')
(91, 3.5, "God's Perfect Child : Living and Dying in the Christian Science Church", '0805044310')
(91, 3.5, 'The Sigma Protocol', '0312982518')
(91, 3.5, 'The Sigma Protocol', '1559276886')
(91, 3.5, 'The Sigma Protocol (Thorndike Basic)', '0786238933')
(91, 3.5, 'The Sigma Protocol', '155927686')
(91, 3.5, 'The Sigma Protocol', '1559276878')
(91, 3.5, 'The Sigma Protocol (Thorndike Press Large Print Basic Series)', '0786238887')
(90, 3.5, 'Kilo Class', '0061096857')
(90, 3.5, 'Hide & Seek', '0446603716')
(90, 3.5, 'The Seville Communion', '0151002835')
(90, 3.5, 'Fire and Rain : The James Taylor Story', '1559725338')
(90, 3.5, 'The Seville Communion', '0156006391')
(90, 3.5, 'Shakespeare: The Invention of the Human', '1573221201')
(90, 3.5, 'Shakespeare: The Invention of the Human', '157322751')
(90, 3.5, 'The Mark of the Assassin', '0449225313')
(90, 3.5, 'Mark of the Assassin', '0553479377')
(89, 3.5, "The Conquerors: Roosevelt, Truman and the Destruction of Hitler's Germany, 1941-1945", '0684810271')
(89, 3.5, "The Conquerors: Roosevelt, Truman and the Destruction of Hitler's Germany, 1941-1945", '0743526767')
(89, 3.5, "The Conquerors: Roosevelt, Truman and the Destruction of Hitler's Germany, 1941-1945", '0743526759')
(89, 3.5, "Driving Mr. Albert: A Trip Across America with Einstein's Brain", '0385333005')
(89, 3.5, "Driving Mr. Albert : A Trip Across America with Einstein's Brain", '038533303')
(89, 3.5, 'The Debt : What America Owes to Blacks', '0452282101')
(89, 3.5, "Rebel Heart: An American Rock 'n' Roll Journey", '0312266944')
(89, 3.5, 'The Debt : What America Owes to Blacks', '0525945245')
(89, 3.5, 'Rebel Heart', '0312301553')
(89, 3.5, 'Sex-Ploytation', '0966963903')
(88, 3.5, 'The Murder Book (Alex Delaware)', '0345413903')
(88, 3.5, 'Hunting Badger CD : CD', '0694522872')
(88, 3.5, 'The Murder Book', '0553713809')
(88, 3.5, 'The Murder Book', '0345452534')
(88, 3.5, 'Hunting Badger (Joe Leaphorn', '0061097861')
(88, 3.5, 'Hunting Badger', '0694520578')
(88, 3.5, 'The Murder Book (Random House Large Print)', '037543173')
(88, 3.5, 'The Murder Book', '0553713981')
(88, 3.5, 'The END OF RACISM: Principles for a Multiracial Society', '0684825244')
(88, 3.5, 'Zero: The Biography of a Dangerous Idea', '0140296476')
(88, 3.5, 'Zero: The Biography of a Dangerous Idea', '067088457')
(88, 3.5, 'The Murder Book', '0553713795')
(87, 3.5, 'SINGLE & SINGLE', '0684859262')
(87, 3.5, 'Single & Single (Wheeler Large Print Book Series (Paper))', '1568959699')
(87, 3.5, 'Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market', '0618334661')
(86, 3.5, 'Churchill: A Biography', '0374123543')
(86, 3.5, 'Churchill: A Biography', '0452283523')
(86, 3.5, 'Last Ship', '0345359828')
(86, 3.5, 'Beyond Belief: Islamic Excursions Among the Converted Peoples', '0375706488')
(86, 3.5, "The Bible Unearthed : Archaeology's New Vision of Ancient Israel and the Origin of Its Sacred Texts", '0684869128')
(85, 3.5, 'Bin Laden: The Man Who Declared War on America', '0761535810')
(85, 3.5, 'The First Horseman (Bookcassette(r) Edition)', '1567400655')
(85, 3.5, 'The First Horseman', '0345435796')
(85, 3.5, 'The Dark Side of Camelot', '0316360678')
(85, 3.5, 'The River King', '0425179672')
(85, 3.5, 'Cry Wolf', '055356160')
(85, 3.5, "The Bible Unearthed: Archaeology's New Vision of Ancient Israel and the Origin of Its Sacred Texts", '0684869136')
(85, 3.5, 'Capitalism: The Unknown Ideal', '0451147952')
(84, 3.5, 'Moonlight Becomes You', '0671867113')
(84, 3.5, 'Moonlight Becomes You Cassette', '0671570587')
(84, 3.5, 'The Map That Changed the World: William Smith and the Birth of Modern Geology ', '0694522716')
(84, 3.5, 'Bully : Does Anyone Deserve to Die', '0380723336')
(84, 3.5, 'Map That Changed the World CD : William Smith and the Birth of Modern Geology', '0694525219')
(84, 3.5, 'The Map That Changed the World: William Smith and the Birth of Modern Geology (Wheeler Large Print Book Series (Cloth))', '1587241536')
(84, 3.5, 'The Map That Changed the World: William Smith and the Birth of Modern Geology', '0060931809')
(84, 3.5, 'The Map That Changed the World: William Smith and the Birth of Modern Geology', '0060193611')
(83, 3.5, 'Is Our Children Learning', '0743214781')
(83, 3.5, 'Sacred Contracts: Awakening Your Divine Potential', '1564559351')
(82, 3.5, 'No Safe Place', '0679450424')
(82, 3.5, 'No Safe Place (Random House Audiobooks on CD)', '0375403051')
(82, 3.5, 'The Right Man : The Surprise Presidency of George W. Bush', '0375509038')
(82, 3.5, 'No Safe Place', '0345404777')
(82, 3.5, 'Colored People', '067973919')
(81, 3.5, 'Jinn: A Novel', '0312276702')
(81, 3.5, 'Race, Evolution, and Behavior : A Life History Perspective (2nd Special Abridged Edition)', '0965683621')
(81, 3.5, 'Race, Evolution, and Behavior: A Life History Perspective (3rd Edition)', '0965683605')
(81, 3.5, 'River-Horse: Across America by Boat', '0736649557')
(81, 3.5, 'Race, Evolution, and Behavior: A Life History Perspective (3rd Edition)', '0965683613')
(81, 3.5, "What Men Don't Want Women To Know : The Secrets, The Lies, The Unspoken Truth", '0312186797')
(81, 3.5, 'Every Second Counts', '0385508719')
(80, 3.5, 'Area 7', '0312983220')
(80, 3.5, "Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.)", '0312264372')
(80, 3.5, 'Kosovo: A Short History', '0814756425')
(80, 3.5, "Robert Ludlum's The Hades Factor", '0312973055')
(80, 3.5, 'Killjoy', '1590862392')
(80, 3.5, 'Kosovo : A Short History', '0060977752')
(80, 3.5, 'Nightshade', '')
(80, 3.5, 'Unweaving the Rainbow: Science, Delusion, and the Appetite for Wonder', '0395883822')
(80, 3.5, "The Way Things Aren't: Rush Limbaugh's Reign of Error : Over 100 Outrageously False and Foolish Statements from America's Most Powerful Radio and TV", '156584260')
(80, 3.5, 'Killjoy (Thorndike Press Large Print Core Series)', '078624366')
(80, 3.5, 'Killjoy', '0345453816')
(80, 3.5, 'Killjoy', '0345453808')
(80, 3.5, 'Area 7', '0312266855')
(80, 3.5, "Robert Ludlum's The Hades Factor : A Covert-One Novel (A Covert-One Novel)", '1559275995')
(80, 3.5, 'American Rhapsody', '0375725547')
(80, 3.5, 'American Rhapsody (12 tape set)', '1893224430')
(80, 3.5, 'Killjoy', '1590862422')
(80, 3.5, 'High-Tech Heretic : Reflections of a Computer Contrarian', '0385489765')
(79, 3.5, 'Running Blind', '0515130974')
(79, 3.5, 'Forbidden Archaeology: The Hidden History of the Human Race', '1574531034')
(79, 3.5, 'Running Blind', '1587883074')
(79, 3.5, 'Running Blind', '156740362')
(79, 3.5, 'Forbidden Archeology : The Full Unabridged Edition', '0892132949')
(79, 3.5, 'First Eagle, The', '0694520519')
(79, 3.5, 'Daughters of Eve (Laurel Leaf Books)', '0440918642')
(79, 3.5, 'The First Eagle (Jim Chee Novels)', '0061097853')
(79, 3.5, 'Running Blind', '0399146237')
(79, 3.5, 'Flesh and Blood (Alex Delaware Novels (Audio))', '0375419403')
(79, 3.5, 'Flesh and Blood', '0679459626')
(79, 3.5, 'Flesh and Blood (Alex Delaware Novels (Audio))', '0375419411')
(79, 3.5, 'Flesh and Blood (Alex Delaware Novels (Audio))', '037541942')
(79, 3.5, 'Flesh and Blood (Alex Delaware)', '034541389')
(78, 3.5, 'Shutterbabe : Adventures in Love and War', '0375758682')
(78, 3.5, 'Soul Stories', '0743506715')
(78, 3.5, "High and Mighty: SUVs--The World's Most Dangerous Vehicles and How They Got That Way", '1586481231')
(78, 3.5, 'Shutterbabe:  Adventures in Love and War', '0375503641')
(78, 3.5, 'Soul Stories', '0743506626')
(77, 3.5, 'Voodoo Science: The Road from Foolishness to Fraud', '0195135156')
(77, 3.5, 'Voodoo Science: The Road from Foolishness to Fraud', '0195147103')
(76, 3.5, "Widow's Walk (Spenser Novels (Audio))", '055352903')
(76, 3.5, "Widow's Walk (Spenser Mysteries (Hardcover))", '0399148450')
(76, 3.5, "Widow's Walk", '042518904')
(76, 3.5, "Widow's Walk (Spenser Novels (Audio))", '0553714716')
(76, 3.5, 'Blue Gold : A Novel from the NUMA Files (NUMA Files (Paperback))', '0743418220')
(76, 3.5, 'Blue Gold : A Novel from the NUMA Files (Numa, No 2)', '074350030')
(76, 3.5, 'Blue Gold : A Novel from the NUMA Files', '067178546')
(75, 3.5, 'Invasion', '0425155404')
(75, 3.5, 'The Century', '0385483279')
(75, 3.5, "Trading with the Enemy: Seduction and Betrayal on Jim Cramer's Wall Street", '0060086513')
(75, 3.5, 'The Nudist on the Late Shift : And Other True Tales of Silicon Valley', '0767906039')
(75, 3.5, 'The Meme Machine', '0198503652')
(75, 3.5, 'Century', '055347751')
(75, 3.5, 'CAIN', '067100378')
(75, 3.5, 'The Facts of Death (James Bond Spy Series)', '0515125504')
(75, 3.5, 'The Meme Machine', '019286212')
(74, 3.5, 'Icebound', '0785778691')
(74, 3.5, 'Icebound', '0553582909')
(74, 3.5, 'Icebound', '0679439358')
(73, 3.5, 'Consciousness Explained', '0316180661')
(73, 3.5, 'Orchid Beach (Holly Barker Novels (Audio))', '0694520586')
(73, 3.5, 'Orchid Beach (Holly Barker Novels (Paperback))', '0061013412')
(72, 3.5, 'A Winter Haunting', '0380978865')
(72, 3.5, 'An Isolated Incident', '0446606456')
(72, 3.5, 'A Winter Haunting', '0380817160')
(72, 3.5, 'The Education of a Speculator', '0471249483')
(72, 3.5, "Parenthood by Proxy : Don't Have Them If You Won't Raise Them", '0694521450')
(72, 3.5, "Parenthood by Proxy : Don't Have Them If You Won't Raise Them", '0694523216')
(72, 3.5, 'Extinct', '0312962126')
(71, 3.5, 'Hush Money', '1590072065')
(71, 3.5, 'Warrior Politics: Why Leadership Demands a Pagan Ethos', '0375726276')
(71, 3.5, "Please Stop Laughing at Me: One Woman's Inspirational Story", '1580628362')
(71, 3.5, 'M Is for Malice', '0449223604')
(71, 3.5, 'My Dream of You', '1573229083')
(71, 3.5, 'Hush Money (Spenser Mysteries)', '0425174018')
(71, 3.5, 'Hush Money', '0399144587')
(71, 3.5, '', '0805036377')
(71, 3.5, 'Justice : Crimes, Trials, and Punishments', '0609809636')
(71, 3.5, 'Justice: Crimes, Trials, and Punishments', '1931056978')
(71, 3.5, 'Second Messiah: Templars, the Turin Shroud and the Great Secret of Freemasonry', '1931412766')
(71, 3.5, 'Justice: Crimes, Trials, and Punishments (Wheeler Large Print Book Series (Cloth))', '1587241390')
(71, 3.5, 'Warrior Politics: Why Leadership Demands a Pagan Ethos', '0375505636')
(71, 3.5, 'Justice: Crimes, Trials, and Punishments', '0609608738')
(71, 3.5, 'My Dream of You', '1573221775')
(71, 3.5, 'The Embrace : A True Vampire Story', '0671034677')
(71, 3.5, 'The Second Messiah: Templars, the Turin Shroud and the Great Secret of Freemasonry', '1862046476')
(71, 3.5, 'M Is for Malice (Thorndike Press Large Print Paperback Series)', '0783818343')
(70, 3.5, 'The Good German', '0743500083')
(70, 3.5, 'The Third Option', '0743506529')
(70, 3.5, 'The Attorney', '0515130044')
(70, 3.5, 'The Third Option', '0671047329')
(70, 3.5, 'The Third Option', '0671047310')
(70, 3.5, 'The Good German: A Novel', '0805064222')
(70, 3.5, 'The Attorney (Paul Madriani Novels (Audio))', '0743500067')
(70, 3.5, 'The Mismeasure of Man', '0393314251')
(70, 3.5, 'The Good German', '0312421265')
(69, 3.5, 'The Experiment', '0451200101')
(69, 3.5, 'The Experiment (Compass Press Large Print Book Series)', '1568958196')
(69, 3.5, 'The Whole Woman', '0385720033')
(69, 3.5, 'Dust', '0380787423')
(69, 3.5, 'Encore Provence : New Adventures in the South of France', '0375406697')
(69, 3.5, 'Encore Provence', '0679441247')
(68, 3.5, 'Good Morning, Holy Spirit (Walker Large Print Books)', '0802726585')
(68, 3.5, 'The Midnight Club', '0446606383')
(68, 3.5, 'Illustrated Bloodline of the Holy Grail', '1862047707')
(68, 3.5, 'Bare Bones : A Novel', '0743529820')
(68, 3.5, 'Bare Bones : A Novel', '0743233468')
(68, 3.5, 'Emergence: The Connected Lives of Ants, Brains, Cities, and Software', '0684868768')
(68, 3.5, 'The Midnight Club (Wheeler Large Print Book Series (Paper))', '1568957165')
(68, 3.5, 'Emergence: The Connected Lives of Ants, Brains, Cities, and Software', '068486875')
(68, 3.5, "We're Right, They're Wrong : A Progressive Program for the Millennium", '0671044796')
(68, 3.5, "We're Right, They're Wrong : A Handbook for Spirited Progressives", '0679769781')
(68, 3.5, 'Muhammad: A Biography of the Prophet', '0062508865')
(67, 3.5, 'Under Fire', '0399147888')
(67, 3.5, 'Under Fire', '0399148264')
(67, 3.5, 'Freedomland', '0440226449')
(67, 3.5, 'Last American Man, The', '0670030864')
(67, 3.5, 'Under Fire', '0399148213')
(67, 3.5, 'The Last American Man', '')
(67, 3.5, "Last Man Down: A Firefighter's Story of Survival and Escape from the World Trade Center", '0425189880')
(67, 3.5, 'The Gods of Eden', '0380718073')
(67, 3.5, 'Corps IX: Under Fire (Corps)', '0515134376')
(67, 3.5, 'Last Man Down: A New York City Fire Chief and the Collapse of the World Trade Center', '0425186776')
(67, 3.5, 'You Cannot Be Serious', '0399148582')
(67, 3.5, 'Backlash : The Undeclared War Against American Women', '0385425074')
(67, 3.5, 'Salem Falls', '0743418719')
(67, 3.5, 'Salem Falls', '0743418700')
(66, 3.5, 'The American Pageant: A History of the Republic, 12th Edition', '061810349')
(66, 3.5, "Jupiter's Bones (G K Hall Large Print Book Series (Cloth))", '0783887825')
(66, 3.5, 'American Pageant: A History of the Republic', '0669397288')
(66, 3.5, 'The American Pageant', '0669339067')
(66, 3.5, 'Silicon Snake Oil : Second Thoughts on the Information Highway', '0385419945')
(66, 3.5, 'The List', '0515121495')
(66, 3.5, 'The Serial Killer Letters: A Penetrating Look Inside the Minds of Murderers', '091478384')
(66, 3.5, 'Incident At Twenty-Mile', '0312970234')
(66, 3.5, 'Leslie', '0743228669')
(66, 3.5, 'The American Pageant: A History of the Republic', '0669451428')
(66, 3.5, "Jupiter's Bones : A Peter Decker", '0380730820')
(66, 3.5, 'The American Pageant: A History of the Republic', '066939730')
(66, 3.5, 'The American Pageant: A History of the Republic, Vol. 1', '0618103538')
(66, 3.5, 'Leslie', '074352487')
(65, 3.5, 'Abraham', '0060518634')
(65, 3.5, 'More, Now, Again: A Memoir of Addiction', '0743223306')
(65, 3.5, 'Without Reservations : The Travels of an Independent Woman', '0375758453')
(65, 3.5, 'The Beauty Myth : How Images of Beauty Are Used Against Women', '0385423977')
(65, 3.5, 'Abraham : A Journey to the Heart of Three Faiths', '0060515368')
(65, 3.5, 'Blacklist: A V.I. Warshawski Novel', '0399150854')
(65, 3.5, 'Doubleshot', '0515130613')
(65, 3.5, 'Survival of the Fittest (Alex Delaware)', '0345458842')
(65, 3.5, 'Doubleshot', '0399146148')
(65, 3.5, "Gideon's Spies : The Secret History of the Mossad (Updated Edition)", '0312252846')
(65, 3.5, 'Abraham : A Journey to the Heart of Three Faiths', '0380977761')
(65, 3.5, 'James the Brother of Jesus: The Key to Unlocking the Secrets of Early Christianity and the Dead Sea Scrolls', '014025773')
(65, 3.5, 'Abraham CD : A Journey to the Heart of Three Faiths', '0060515376')
(65, 3.5, 'White Shark', '0312955731')
(65, 3.5, "No Lifeguard on Duty: The Accidental Life of the World's First Supermodel", '0060009462')
(65, 3.5, 'The Beauty Myth : How Images of Beauty Are Used Against Women', '0060512180')
(65, 3.5, 'Survival of the Fittest: An Alex Delaware Novel', '0553572326')
(65, 3.5, 'Pad: The Guide to Ultra-Living', '0811826538')
(64, 3.5, 'Tishomingo Blues', '0060083948')
(64, 3.5, 'American Son: A Portrait of John F. Kennedy, Jr.', '0805070516')
(64, 3.5, 'Manhattan Hunt Club, The', '1587885719')
(64, 3.5, 'Tower of Babel: The Evidence against the New Creationism', '0262661659')
(64, 3.5, 'American Son: A Portrait of John F. Kennedy, Jr. (Thorndike Press Large Print Biography Series)', '0786246200')
(64, 3.5, 'The Manhattan Hunt Club', '0345433300')
(64, 3.5, 'Without a Doubt', '0140259775')
(63, 3.5, 'Crossroads of Freedom: Antietam 1862', '1402530706')
(63, 3.5, 'Crossroads of Freedom: Antietam : The Battle That Changed the Course of the Civil War', '1402528051')
(63, 3.5, 'The Bitch in the House: 26 Women Tell the Truth About Sex, Solitude, Work, Motherhood, and Marriage', '0066211662')
(63, 3.5, 'Parallel Lies (Brilliance Audio on Compact Disc)', '1587883686')
(63, 3.5, 'World on Fire: How Exporting Free Market Democracy Breeds Ethnic Hatred and Global Instability', '0385503024')
(63, 3.5, 'Me and My Shadows : A Family Memoir', '0671019007')
(63, 3.5, 'Parallel Lies', '0786889616')
(63, 3.5, 'Parallel Lies', '0786865644')
(63, 3.5, 'Parallel Lies', '1587883643')
(63, 3.5, 'Acceptable Risk', '0425151867')
(63, 3.5, 'Olivia (Logan)', '0671007610')
(63, 3.5, 'Crossroads of Freedom: Antietam (Pivotal Moments in American History)', '0195158571')
(63, 3.5, 'Crossroads of Freedom: Antietam (Pivotal Moments in American History)', '0195135210')
(62, 3.5, "It's Still the Economy, Stupid : George W. Bush, The GOP's CEO", '0743246470')
(62, 3.5, 'Back Story', '0739302612')
(62, 3.5, 'The Basque History of the World : The Story of a Nation', '0140298517')
(62, 3.5, 'Back Story:  A Spenser Novel', '0399149775')
(62, 3.5, 'All She Wanted', '0671023888')
(62, 3.5, 'The Basque History of the World', '0802713491')
(62, 3.5, 'The Malleus Maleficarum of Kramer and Sprenger', '0486228029')
(61, 3.5, 'The End of History and the Last Man', '0380720027')
(61, 3.5, 'Hirohito and the Making of Modern Japan', '0060931302')
(61, 3.5, 'Thrones, Dominations', '1572701293')
(61, 3.5, 'True At First Light : A Fictional Memoir', '0684865726')
(61, 3.5, 'Hunger of Memory : The Education of Richard Rodriguez', '0553272934')
(61, 3.5, 'Hirohito and the Making of Modern Japan', '006019314')
(61, 3.5, 'The Third Heiress', '0312974191')
(61, 3.5, 'Hunger of Memory: The Education of Richard Rodriguez : An Autobiography', '0785776982')
(61, 3.5, 'Thrones, Dominations (A Lord Wimsey Mystery)', '0312968302')
(60, 3.5, 'Elvis and Me', '0425091031')
(60, 3.5, 'Geisha : A Life', '0743444329')
(60, 3.5, 'Geisha : A Life', '0743444299')
(60, 3.5, 'Pigs at the Trough : How Corporate Greed and Political Corruption Are Undermining America', '1400047714')
(60, 3.5, 'Homosexuality and the Politics of Truth', '080105625')
(59, 3.5, 'Cherry : A Memoir', '0670892742')
(59, 3.5, 'Working With Emotional Intelligence', '1559277009')
(59, 3.5, 'CEASEFIRE', '0684834421')
(59, 3.5, 'The Natural : The Misunderstood Presidency of Bill Clinton', '0767914120')
(59, 3.5, 'The Natural: The Misunderstood Presidency of Bill Clinton', '1402508786')
(59, 3.5, 'Cherry', '0375416455')
(59, 3.5, 'eBoys : The First Inside Account of Venture Capitalists at Work', '0812930959')
(59, 3.5, 'Pagan Babies', '0060008776')
(59, 3.5, 'Too Close to Call : The Thirty-Six-Day Battle to Decide the 2000 Election', '0375761071')
(59, 3.5, 'Working with Emotional Intelligence', '1559275162')
(59, 3.5, 'Ambling into History : The Unlikely Odyssey of George W. Bush', '0060937823')
(59, 3.5, 'Lies Across America: What Our Historic Sites Get Wrong', '1565843444')
(59, 3.5, 'Why Do Catholics Do That', '1565111206')
(59, 3.5, 'Decipher', '0312280750')
(59, 3.5, 'Invasion', '0515128422')
(59, 3.5, 'Ambling into History: The Unlikely Odyssey of George W. Bush (Thorndike Press Large Print Americana Series)', '0786244062')
(59, 3.5, 'Cherry: A Memoir', '0141002077')
(59, 3.5, 'Lethal Seduction', '0684850311')
(59, 3.5, 'Too Close to Call : The Thirty-Six-Day Battle to Decide the 2000 Election', '0375507086')
(59, 3.5, 'Pagan Babies', '0385333927')
(59, 3.5, 'The Natural: The Misunderstood Presidency of Bill Clinton', '0385506198')
(59, 3.5, 'Ambling Into History: The Unlikely Odyssey of George W. Bush', '0066213711')
(59, 3.5, 'Cuba (A Jake Grafton Novel)', '0312971397')
(59, 3.5, 'Lies Across America : What Our Historic Sites Get Wrong', '0684870673')
(59, 3.5, 'Lethal Seduction', '0743204255')
(58, 3.5, 'Black Spark, White Fire: Did African Explorers Civilize Ancient Europe', '0761521631')
(58, 3.5, 'The Law of Similars', '0679771476')
(58, 3.5, 'The Million Dollar Mermaid: An Autobiography', '0156011352')
(58, 3.5, 'Wild Child: Life With Jim Morrison', '1560252499')
(58, 3.5, 'Back to the Front : An Accidental Historian Walks the Trenches of World War 1', '0802776183')
(58, 3.5, 'Now, Let Me Tell You What I Really Think', '074351856')
(58, 3.5, 'Ten Stupid Things Women Do to Mess Up Their Lives', '0060976497')
(58, 3.5, 'When I Was a Kid, This Was a Free Country', '0895261758')
